customer_id,gender,age,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,satisfaction_score,churn
CUST04844,Male,31,8,991.24,7929.92,Yearly,DSL,Credit Card,0,2,Yes
CUST04845,Female,30,45,1020.42,45918.9,Monthly,None,Credit Card,9,6,No
CUST04846,Male,38,70,2272.6,159082.0,Yearly,None,Net Banking,0,2,Yes
CUST04847,Female,29,11,2748.49,30233.39,Two Year,None,Debit Card,3,7,Yes
CUST04848,Female,31,8,2475.32,19802.56,Monthly,None,Net Banking,4,5,Yes
CUST04849,Female,52,63,2675.58,168561.54,Monthly,Fiber,UPI,10,5,Yes
CUST04850,Male,70,29,1451.35,42089.15,Yearly,None,Net Banking,9,8,No
CUST04851,Female,62,48,805.2,38649.6,Yearly,Fiber,Credit Card,8,5,No
CUST04852,Female,42,24,2845.96,68303.04,Monthly,Fiber,UPI,1,5,No
CUST04853,Male,45,40,2746.48,109859.2,Yearly,Fiber,Net Banking,6,3,Yes
CUST04854,Male,39,30,1121.79,33653.7,Two Year,DSL,Debit Card,6,9,No
CUST04855,Male,42,21,2593.24,54458.04,Monthly,None,Net Banking,2,4,Yes
CUST04856,Male,70,21,527.21,11071.41,Yearly,DSL,UPI,2,7,No
CUST04857,Female,25,41,343.81,14096.21,Yearly,Fiber,Net Banking,10,4,Yes
CUST04858,Female,70,72,2485.82,178979.04,Two Year,None,Debit Card,6,6,Yes
CUST04859,Male,37,31,2663.05,82554.55,Monthly,Fiber,Net Banking,10,10,Yes
CUST04860,Female,25,65,1568.42,101947.3,Two Year,DSL,Credit Card,8,10,No
CUST04861,Male,32,45,644.13,28985.85,Yearly,DSL,Net Banking,9,3,Yes
CUST04862,Male,44,5,370.01,1850.05,Monthly,DSL,Debit Card,9,4,Yes
CUST04863,Male,27,29,899.44,26083.76,Monthly,None,Credit Card,9,10,No
CUST04864,Male,32,68,2757.27,187494.36,Yearly,Fiber,Net Banking,3,3,Yes
CUST04865,Female,59,12,474.69,5696.28,Two Year,None,UPI,2,3,No
CUST04866,Female,36,25,2689.94,67248.5,Two Year,DSL,Credit Card,10,2,Yes
CUST04867,Male,68,68,1703.79,115857.72,Yearly,None,Debit Card,2,7,No
CUST04868,Male,58,19,1536.42,29191.98,Two Year,DSL,Debit Card,6,10,No
CUST04869,Female,54,30,2560.96,76828.8,Two Year,Fiber,Net Banking,6,9,Yes
CUST04870,Female,49,27,2764.9,74652.3,Two Year,None,UPI,0,3,Yes
CUST04871,Female,20,51,2317.27,118180.77,Two Year,None,Net Banking,10,3,Yes
CUST04872,Female,35,57,1853.53,105651.21,Monthly,Fiber,UPI,3,7,No
CUST04873,Male,65,21,939.8,19735.8,Two Year,None,Debit Card,2,6,No
CUST04874,Female,24,27,2651.34,71586.18,Monthly,DSL,UPI,3,9,No
CUST04875,Female,66,16,1979.67,31674.72,Monthly,None,Credit Card,1,5,No
CUST04876,Male,42,13,2553.03,33189.39,Monthly,DSL,Credit Card,4,3,Yes
CUST04877,Female,37,66,1734.53,114478.98,Two Year,None,Credit Card,5,9,No
CUST04878,Female,22,16,1067.61,17081.76,Two Year,DSL,Credit Card,2,2,No
CUST04879,Male,25,46,1159.65,53343.9,Yearly,DSL,Net Banking,9,2,Yes
CUST04880,Female,34,27,2677.12,72282.24,Two Year,DSL,Debit Card,7,3,Yes
CUST04881,Male,69,34,2076.46,70599.64,Yearly,Fiber,Net Banking,6,4,Yes
CUST04882,Female,36,71,1816.63,128980.73,Yearly,DSL,UPI,6,3,Yes
CUST04883,Male,38,46,706.04,32477.84,Yearly,Fiber,Credit Card,0,8,No
CUST04884,Male,62,18,824.13,14834.34,Two Year,DSL,Net Banking,4,2,No
CUST04885,Female,70,20,793.32,15866.4,Two Year,DSL,Net Banking,1,4,No
CUST04886,Female,68,43,2486.35,106913.05,Monthly,None,Net Banking,3,5,No
CUST04887,Female,29,15,1968.47,29527.05,Yearly,None,Debit Card,1,8,No
CUST04888,Male,70,35,2080.94,72832.9,Yearly,Fiber,Debit Card,5,4,Yes
CUST04889,Male,59,5,367.88,1839.4,Two Year,None,Net Banking,3,9,No
CUST04890,Male,51,51,1036.52,52862.52,Yearly,DSL,UPI,8,9,No
CUST04891,Male,61,42,371.94,15621.48,Two Year,None,UPI,4,10,No
CUST04892,Male,67,28,2847.02,79716.56,Two Year,None,Debit Card,9,2,Yes
CUST04893,Male,20,45,788.07,35463.15,Two Year,None,UPI,4,5,No
CUST04894,Male,50,20,1521.51,30430.2,Yearly,None,Credit Card,10,1,Yes
CUST04895,Female,37,65,2579.19,167647.35,Yearly,None,Credit Card,7,3,Yes
CUST04896,Female,22,7,1679.32,11755.24,Two Year,DSL,Debit Card,8,1,Yes
CUST04897,Male,22,9,2818.84,25369.56,Two Year,None,Debit Card,10,3,Yes
CUST04898,Male,20,68,1424.15,96842.2,Yearly,None,UPI,1,10,No
CUST04899,Female,58,51,2790.37,142308.87,Yearly,DSL,Net Banking,5,3,Yes
CUST04900,Male,32,65,402.88,26187.2,Two Year,Fiber,Net Banking,5,3,No
CUST04901,Female,64,52,349.44,18170.88,Monthly,None,Net Banking,6,10,No
CUST04902,Male,64,1,2132.1,2132.1,Monthly,DSL,Debit Card,10,5,Yes
CUST04903,Male,55,28,1484.65,41570.2,Monthly,None,Credit Card,0,8,No
CUST04904,Male,67,26,2457.4,63892.4,Monthly,Fiber,Credit Card,7,9,Yes
CUST04905,Female,29,48,2080.16,99847.68,Two Year,Fiber,Net Banking,1,7,No
CUST04906,Male,56,56,2446.05,136978.8,Monthly,Fiber,Credit Card,6,8,Yes
CUST04907,Female,21,63,1372.06,86439.78,Two Year,None,UPI,4,10,No
CUST04908,Male,62,61,2452.46,149600.06,Two Year,DSL,UPI,8,5,Yes
CUST04909,Female,42,36,1220.72,43945.92,Two Year,DSL,UPI,4,10,No
CUST04910,Male,70,4,2151.71,8606.84,Two Year,None,Net Banking,3,1,Yes
CUST04911,Female,25,72,2161.77,155647.44,Yearly,DSL,Net Banking,1,3,Yes
CUST04912,Male,35,19,2664.53,50626.07,Two Year,None,Net Banking,2,2,Yes
CUST04913,Female,46,58,2885.26,167345.08,Two Year,DSL,Debit Card,4,6,No
CUST04914,Male,53,45,2807.45,126335.25,Monthly,DSL,Debit Card,1,8,No
CUST04915,Male,51,30,2269.7,68091.0,Monthly,None,UPI,6,1,Yes
CUST04916,Female,58,42,1285.91,54008.22,Monthly,Fiber,Credit Card,1,7,No
CUST04917,Male,35,18,2677.94,48202.92,Yearly,Fiber,Credit Card,1,8,No
CUST04918,Female,45,41,556.61,22821.01,Yearly,DSL,UPI,9,5,No
CUST04919,Male,59,33,461.09,15215.97,Two Year,Fiber,UPI,0,8,No
CUST04920,Female,43,69,1614.93,111430.17,Two Year,None,Net Banking,1,10,No
CUST04921,Female,42,41,1872.85,76786.85,Two Year,DSL,Debit Card,8,8,No
CUST04922,Male,55,33,2372.35,78287.55,Yearly,Fiber,UPI,3,5,No
CUST04923,Female,41,29,669.96,19428.84,Monthly,DSL,Credit Card,1,1,No
CUST04924,Male,60,56,2030.11,113686.16,Monthly,Fiber,Credit Card,5,2,Yes
CUST04925,Female,18,20,1784.59,35691.8,Two Year,Fiber,Net Banking,8,7,No
CUST04926,Female,26,27,964.73,26047.71,Monthly,DSL,Credit Card,3,3,No
CUST04927,Female,21,11,2902.93,31932.23,Two Year,None,UPI,0,8,Yes
CUST04928,Female,23,30,1460.39,43811.7,Two Year,Fiber,Credit Card,3,10,No
CUST04929,Male,33,24,365.33,8767.92,Two Year,DSL,Debit Card,6,6,No
CUST04930,Male,26,60,833.89,50033.4,Two Year,Fiber,Credit Card,0,4,No
CUST04931,Female,48,72,659.03,47450.16,Two Year,Fiber,UPI,8,8,No
CUST04932,Female,44,20,1825.65,36513.0,Two Year,None,UPI,7,2,Yes
CUST04933,Male,62,9,2671.01,24039.09,Monthly,None,Net Banking,8,3,Yes
CUST04934,Female,64,42,1033.45,43404.9,Yearly,None,Debit Card,3,1,No
CUST04935,Female,33,58,1708.54,99095.32,Monthly,DSL,UPI,7,9,No
CUST04936,Male,43,48,1564.17,75080.16,Two Year,None,Net Banking,2,5,No
CUST04937,Female,44,10,2021.24,20212.4,Monthly,Fiber,UPI,3,7,Yes
CUST04938,Female,26,7,1345.06,9415.42,Yearly,DSL,Credit Card,6,7,Yes
CUST04939,Male,28,8,630.45,5043.6,Monthly,None,Net Banking,3,2,Yes
CUST04940,Male,68,30,2210.29,66308.7,Monthly,DSL,UPI,3,5,No
CUST04941,Male,44,60,1321.19,79271.4,Yearly,DSL,Credit Card,2,9,No
CUST04942,Male,45,62,436.85,27084.7,Yearly,DSL,Debit Card,0,6,No
CUST04943,Male,69,38,821.03,31199.14,Yearly,Fiber,Debit Card,1,5,No
CUST04944,Male,20,12,1911.89,22942.68,Yearly,DSL,UPI,6,8,No
CUST04945,Male,60,60,2449.49,146969.4,Yearly,DSL,Credit Card,6,5,Yes
CUST04946,Female,39,35,1345.81,47103.35,Two Year,None,UPI,9,6,No
CUST04947,Male,43,8,1394.47,11155.76,Monthly,Fiber,Credit Card,3,5,No
CUST04948,Male,39,14,301.6,4222.4,Monthly,DSL,Net Banking,9,7,No
CUST04949,Male,20,7,2350.41,16452.87,Monthly,DSL,UPI,2,8,Yes
CUST04950,Male,57,66,366.98,24220.68,Yearly,DSL,Net Banking,5,10,No
CUST04951,Female,54,2,1994.86,3989.72,Two Year,Fiber,Debit Card,10,5,Yes
CUST04952,Female,37,58,925.6,53684.8,Two Year,None,Debit Card,8,1,Yes
CUST04953,Female,55,62,2450.62,151938.44,Two Year,DSL,Debit Card,9,10,Yes
CUST04954,Male,32,2,2233.45,4466.9,Monthly,DSL,UPI,1,9,Yes
CUST04955,Male,20,13,1074.35,13966.55,Two Year,Fiber,Debit Card,2,4,No
CUST04956,Male,45,23,2733.15,62862.45,Yearly,DSL,Debit Card,10,6,Yes
CUST04957,Female,46,9,1195.9,10763.1,Yearly,None,Net Banking,6,5,Yes
CUST04958,Female,67,16,646.29,10340.64,Yearly,None,UPI,6,1,Yes
CUST04959,Female,18,65,1671.39,108640.35,Yearly,None,Credit Card,2,5,No
CUST04960,Female,39,8,2963.81,23710.48,Two Year,Fiber,Debit Card,4,7,Yes
CUST04961,Female,53,14,1283.19,17964.66,Monthly,Fiber,Net Banking,3,3,No
CUST04962,Male,36,61,424.04,25866.44,Monthly,None,Credit Card,8,1,Yes
CUST04963,Male,32,3,2567.23,7701.69,Two Year,None,Credit Card,1,10,Yes
CUST04964,Male,48,63,1234.21,77755.23,Yearly,Fiber,Credit Card,8,3,Yes
CUST04965,Female,40,63,1789.97,112768.11,Two Year,DSL,Debit Card,5,2,No
CUST04966,Female,49,60,2249.86,134991.6,Yearly,None,Debit Card,9,2,Yes
CUST04967,Male,49,3,1697.9,5093.7,Monthly,DSL,Net Banking,9,10,Yes
CUST04968,Female,28,23,2105.64,48429.72,Yearly,None,Credit Card,6,10,Yes
CUST04969,Male,59,37,2095.33,77527.21,Two Year,None,Net Banking,0,6,No
CUST04970,Female,52,25,2983.27,74581.75,Monthly,DSL,Net Banking,5,6,No
CUST04971,Male,49,34,653.21,22209.14,Two Year,None,Debit Card,1,7,No
CUST04972,Female,31,42,2511.94,105501.48,Yearly,Fiber,UPI,1,1,Yes
CUST04973,Female,41,1,2525.26,2525.26,Two Year,Fiber,UPI,6,3,Yes
CUST04974,Male,26,15,677.73,10165.95,Monthly,Fiber,Debit Card,6,10,No
CUST04975,Male,27,69,1892.26,130565.94,Monthly,None,Debit Card,6,5,No
CUST04976,Male,46,53,678.09,35938.77,Yearly,Fiber,Debit Card,9,2,Yes
CUST04977,Male,52,52,2732.55,142092.6,Monthly,None,Net Banking,7,2,Yes
CUST04978,Male,48,44,1445.92,63620.48,Yearly,DSL,Net Banking,4,9,No
CUST04979,Male,23,70,1808.63,126604.1,Two Year,Fiber,UPI,9,2,Yes
CUST04980,Female,44,37,1594.35,58990.95,Yearly,DSL,UPI,9,2,Yes
CUST04981,Male,53,4,1482.37,5929.48,Monthly,None,UPI,5,10,No
CUST04982,Female,21,54,1145.98,61882.92,Yearly,None,Debit Card,6,8,No
CUST04983,Male,47,58,326.71,18949.18,Two Year,DSL,UPI,6,1,Yes
CUST04984,Male,48,33,2399.92,79197.36,Monthly,DSL,Credit Card,10,1,Yes
CUST04985,Male,42,29,2730.34,79179.86,Monthly,None,Credit Card,5,2,Yes
CUST04986,Male,55,58,2318.78,134489.24,Yearly,Fiber,Credit Card,6,4,Yes
CUST04987,Male,46,16,2398.97,38383.52,Two Year,None,Credit Card,3,8,No
CUST04988,Female,58,10,810.47,8104.7,Two Year,DSL,Credit Card,3,2,Yes
CUST04989,Female,24,9,2807.45,25267.05,Monthly,DSL,Debit Card,6,8,Yes
CUST04990,Female,67,44,1900.78,83634.32,Monthly,DSL,Debit Card,1,3,No
CUST04991,Female,61,25,1542.54,38563.5,Monthly,Fiber,Debit Card,8,4,Yes
CUST04992,Female,49,28,2254.25,63119.0,Monthly,DSL,Debit Card,5,2,Yes
CUST04993,Female,52,67,499.04,33435.68,Two Year,Fiber,Net Banking,0,7,No
CUST04994,Male,37,11,1206.8,13274.8,Two Year,DSL,Net Banking,9,4,Yes
CUST04995,Female,38,12,1072.67,12872.04,Yearly,Fiber,Credit Card,8,3,Yes
CUST04996,Female,33,63,1866.83,117610.29,Two Year,None,Debit Card,6,6,No
CUST04997,Male,68,34,1872.08,63650.72,Yearly,None,Net Banking,4,2,No
CUST04998,Female,54,15,1109.1,16636.5,Two Year,Fiber,UPI,2,3,No
CUST04999,Male,21,15,738.79,11081.85,Monthly,None,Net Banking,4,9,No
CUST05000,Female,67,57,1071.26,61061.82,Monthly,DSL,Net Banking,3,3,No
CUST05001,Male,30,57,691.03,39388.71,Two Year,Fiber,Net Banking,10,9,No
CUST05002,Female,22,72,542.5,39060.0,Monthly,DSL,UPI,10,5,No
CUST05003,Male,40,11,1684.08,18524.88,Yearly,Fiber,Credit Card,6,10,Yes
CUST05004,Male,42,36,2849.44,102579.84,Yearly,None,Credit Card,3,6,No
CUST05005,Male,55,45,2265.74,101958.3,Monthly,DSL,UPI,1,1,Yes
CUST05006,Male,55,66,2101.21,138679.86,Two Year,Fiber,Debit Card,7,10,Yes
CUST05007,Male,55,65,1179.39,76660.35,Two Year,DSL,Credit Card,10,5,No
CUST05008,Male,38,54,810.89,43788.06,Two Year,Fiber,UPI,3,8,No
CUST05009,Female,49,17,631.91,10742.47,Yearly,None,UPI,2,10,No
CUST05010,Female,53,26,450.64,11716.64,Monthly,DSL,UPI,10,5,No
CUST05011,Male,69,41,2216.07,90858.87,Yearly,DSL,Debit Card,3,5,No
CUST05012,Female,65,54,2629.9,142014.6,Yearly,None,Net Banking,6,1,Yes
CUST05013,Female,61,2,2048.3,4096.6,Monthly,DSL,Net Banking,6,5,Yes
CUST05014,Female,31,52,1316.47,68456.44,Two Year,Fiber,Net Banking,6,4,Yes
CUST05015,Female,38,40,2614.71,104588.4,Two Year,None,Net Banking,9,6,Yes
CUST05016,Female,56,62,1881.29,116639.98,Monthly,None,Net Banking,7,9,No
CUST05017,Female,68,68,1398.55,95101.4,Yearly,None,Debit Card,4,3,No
CUST05018,Female,64,37,1333.81,49350.97,Monthly,Fiber,Credit Card,6,4,Yes
CUST05019,Male,18,68,1592.16,108266.88,Monthly,DSL,UPI,3,10,No
CUST05020,Male,49,20,1246.5,24930.0,Monthly,None,UPI,5,2,No
CUST05021,Female,27,72,2466.71,177603.12,Yearly,Fiber,Debit Card,4,2,Yes
CUST05022,Female,26,64,2471.83,158197.12,Monthly,DSL,UPI,10,2,Yes
CUST05023,Male,27,36,2900.38,104413.68,Monthly,DSL,UPI,7,6,Yes
CUST05024,Male,22,33,566.52,18695.16,Yearly,DSL,Net Banking,10,7,No
CUST05025,Male,34,55,712.92,39210.6,Two Year,None,Net Banking,2,8,No
CUST05026,Female,29,49,936.18,45872.82,Two Year,Fiber,Credit Card,2,10,No
CUST05027,Female,36,70,1590.04,111302.8,Monthly,Fiber,UPI,6,7,No
CUST05028,Female,42,66,2998.73,197916.18,Yearly,None,UPI,10,2,Yes
CUST05029,Male,53,52,2703.92,140603.84,Two Year,DSL,Credit Card,3,6,No
CUST05030,Female,45,11,676.87,7445.57,Monthly,Fiber,Net Banking,3,6,No
CUST05031,Female,61,31,2423.59,75131.29,Two Year,DSL,Credit Card,3,2,Yes
CUST05032,Female,29,51,1468.95,74916.45,Two Year,None,Credit Card,5,9,No
CUST05033,Male,44,31,1966.45,60959.95,Yearly,Fiber,UPI,7,3,Yes
CUST05034,Male,20,64,664.85,42550.4,Two Year,Fiber,Debit Card,0,2,No
CUST05035,Male,46,30,1925.95,57778.5,Two Year,DSL,Debit Card,7,3,Yes
CUST05036,Female,47,20,2434.07,48681.4,Monthly,Fiber,Debit Card,7,2,Yes
CUST05037,Female,70,43,536.28,23060.04,Yearly,None,UPI,8,2,Yes
CUST05038,Male,36,48,2752.08,132099.84,Monthly,None,Credit Card,1,7,No
CUST05039,Male,41,36,697.78,25120.08,Two Year,Fiber,UPI,9,1,Yes
CUST05040,Female,27,3,813.43,2440.29,Monthly,Fiber,Credit Card,9,7,Yes
CUST05041,Male,50,10,996.76,9967.6,Two Year,None,Credit Card,10,10,Yes
CUST05042,Male,64,11,1777.86,19556.46,Yearly,None,Credit Card,4,2,Yes
CUST05043,Male,34,64,2792.82,178740.48,Monthly,None,Credit Card,5,1,Yes
CUST05044,Female,49,60,469.0,28140.0,Yearly,DSL,Credit Card,8,3,Yes
CUST05045,Female,20,47,2709.27,127335.69,Monthly,Fiber,UPI,6,10,Yes
CUST05046,Male,58,34,2296.65,78086.1,Yearly,Fiber,Credit Card,7,9,Yes
CUST05047,Male,19,1,743.09,743.09,Two Year,None,Credit Card,2,6,No
CUST05048,Female,25,24,2011.23,48269.52,Yearly,DSL,Net Banking,9,2,Yes
CUST05049,Male,27,3,1776.13,5328.39,Monthly,None,Net Banking,0,2,Yes
CUST05050,Female,41,65,2703.84,175749.6,Monthly,Fiber,Credit Card,8,10,Yes
CUST05051,Female,27,33,1017.98,33593.34,Yearly,Fiber,UPI,8,5,No
CUST05052,Male,62,55,1774.7,97608.5,Yearly,None,Net Banking,8,4,Yes
CUST05053,Male,65,48,390.57,18747.36,Yearly,None,Net Banking,8,7,No
CUST05054,Female,65,69,1133.0,78177.0,Monthly,DSL,Net Banking,2,1,No
CUST05055,Female,41,37,2256.73,83499.01,Two Year,None,Net Banking,7,4,Yes
CUST05056,Female,44,4,2093.26,8373.04,Two Year,Fiber,Debit Card,5,5,Yes
CUST05057,Female,30,10,1215.02,12150.2,Two Year,None,Net Banking,3,10,No
CUST05058,Female,46,23,2168.57,49877.11,Two Year,Fiber,Net Banking,0,9,No
CUST05059,Female,41,68,2274.39,154658.52,Yearly,None,Net Banking,9,10,Yes
CUST05060,Female,70,1,1215.47,1215.47,Two Year,Fiber,Credit Card,0,5,No
CUST05061,Male,43,14,2536.14,35505.96,Monthly,DSL,Net Banking,8,5,Yes
CUST05062,Male,31,40,622.81,24912.4,Two Year,DSL,Net Banking,10,4,Yes
CUST05063,Male,50,10,728.28,7282.8,Yearly,Fiber,UPI,10,3,Yes
CUST05064,Female,32,45,2162.39,97307.55,Two Year,DSL,Credit Card,9,9,Yes
CUST05065,Female,61,72,1547.98,111454.56,Two Year,DSL,Debit Card,10,1,Yes
CUST05066,Female,45,23,720.4,16569.2,Yearly,DSL,Net Banking,0,8,No
CUST05067,Male,29,18,2443.14,43976.52,Yearly,Fiber,Net Banking,4,8,No
CUST05068,Female,22,51,1665.11,84920.61,Two Year,None,UPI,2,6,No
CUST05069,Female,43,57,2216.9,126363.3,Yearly,Fiber,Debit Card,6,5,Yes
CUST05070,Female,42,42,1483.91,62324.22,Yearly,Fiber,Credit Card,7,3,Yes
CUST05071,Male,54,29,2701.43,78341.47,Yearly,None,UPI,5,5,No
CUST05072,Male,48,68,1591.74,108238.32,Yearly,Fiber,Debit Card,3,8,No
CUST05073,Female,39,69,820.3,56600.7,Monthly,None,Net Banking,1,4,No
CUST05074,Male,37,58,1386.24,80401.92,Two Year,None,Net Banking,5,3,No
CUST05075,Female,26,11,2252.34,24775.74,Monthly,DSL,Net Banking,9,4,Yes
CUST05076,Female,29,48,2599.48,124775.04,Two Year,None,Credit Card,9,5,Yes
CUST05077,Female,63,17,1659.24,28207.08,Two Year,None,UPI,9,6,No
CUST05078,Male,47,64,2689.2,172108.8,Yearly,DSL,Net Banking,4,1,Yes
CUST05079,Female,39,64,2038.59,130469.76,Two Year,Fiber,UPI,2,2,Yes
CUST05080,Male,61,7,1495.81,10470.67,Two Year,DSL,Net Banking,1,9,No
CUST05081,Male,63,39,1293.46,50444.94,Yearly,None,Debit Card,2,5,No
CUST05082,Male,41,10,1359.19,13591.9,Two Year,Fiber,Net Banking,4,4,Yes
CUST05083,Female,33,62,1862.75,115490.5,Two Year,Fiber,Debit Card,5,1,No
CUST05084,Female,46,16,2924.2,46787.2,Two Year,None,UPI,0,7,No
CUST05085,Male,23,14,1896.8,26555.2,Monthly,None,UPI,2,2,No
CUST05086,Female,68,39,920.23,35888.97,Monthly,Fiber,Credit Card,1,7,No
CUST05087,Female,27,15,1405.46,21081.9,Monthly,Fiber,Debit Card,1,2,No
CUST05088,Female,27,70,2287.66,160136.2,Monthly,Fiber,UPI,6,9,Yes
CUST05089,Male,66,58,2576.93,149461.94,Monthly,Fiber,Debit Card,2,8,No
CUST05090,Female,58,68,1075.69,73146.92,Yearly,Fiber,Credit Card,7,9,No
CUST05091,Male,68,28,2159.87,60476.36,Yearly,Fiber,UPI,7,6,Yes
CUST05092,Male,24,37,2033.02,75221.74,Yearly,None,Net Banking,10,1,Yes
CUST05093,Male,46,14,874.23,12239.22,Monthly,None,Net Banking,0,2,No
CUST05094,Male,38,41,2366.65,97032.65,Two Year,DSL,UPI,7,4,Yes
CUST05095,Male,39,17,626.34,10647.78,Two Year,DSL,UPI,6,7,No
CUST05096,Male,28,32,1187.6,38003.2,Two Year,None,UPI,5,10,No
CUST05097,Male,67,71,2855.61,202748.31,Two Year,Fiber,UPI,1,6,No
CUST05098,Female,41,19,1923.71,36550.49,Monthly,None,Debit Card,4,7,No
CUST05099,Male,43,13,1444.02,18772.26,Monthly,DSL,Debit Card,10,1,Yes
CUST05100,Female,47,2,2599.04,5198.08,Yearly,DSL,Net Banking,7,2,Yes
CUST05101,Female,64,22,2299.72,50593.84,Yearly,Fiber,UPI,6,10,Yes
CUST05102,Male,55,54,2368.65,127907.1,Two Year,DSL,UPI,6,4,Yes
CUST05103,Female,56,19,2662.1,50579.9,Two Year,DSL,Debit Card,0,4,Yes
CUST05104,Female,59,37,753.37,27874.69,Two Year,DSL,UPI,9,3,Yes
CUST05105,Female,37,3,995.52,2986.56,Monthly,Fiber,UPI,9,1,Yes
CUST05106,Male,33,26,2472.18,64276.68,Yearly,None,Credit Card,7,4,Yes
CUST05107,Female,47,54,1137.16,61406.64,Monthly,None,Credit Card,1,9,No
CUST05108,Female,40,21,2161.44,45390.24,Yearly,DSL,Credit Card,4,1,Yes
CUST05109,Female,53,64,1250.57,80036.48,Two Year,DSL,UPI,6,4,Yes
CUST05110,Male,47,71,2494.46,177106.66,Yearly,Fiber,UPI,1,3,Yes
CUST05111,Female,19,3,2642.62,7927.86,Yearly,None,Debit Card,4,5,Yes
CUST05112,Male,58,6,1317.46,7904.76,Monthly,DSL,Credit Card,9,9,Yes
CUST05113,Female,33,32,2962.01,94784.32,Yearly,DSL,UPI,1,1,Yes
CUST05114,Female,51,15,1173.96,17609.4,Monthly,DSL,Credit Card,6,7,No
CUST05115,Male,63,28,1969.4,55143.2,Monthly,None,Debit Card,9,3,Yes
CUST05116,Female,21,61,1449.52,88420.72,Two Year,Fiber,Debit Card,8,3,Yes
CUST05117,Female,27,36,777.91,28004.76,Two Year,Fiber,UPI,10,6,No
CUST05118,Female,18,25,1539.16,38479.0,Two Year,Fiber,Credit Card,2,4,No
CUST05119,Female,68,31,523.54,16229.74,Monthly,DSL,Net Banking,8,10,No
CUST05120,Male,58,36,921.22,33163.92,Yearly,DSL,Debit Card,10,7,No
CUST05121,Male,61,42,2730.17,114667.14,Yearly,DSL,Net Banking,5,9,No
CUST05122,Male,31,37,533.53,19740.61,Yearly,None,Credit Card,7,4,Yes
CUST05123,Male,50,57,2507.45,142924.65,Yearly,DSL,Credit Card,2,6,No
CUST05124,Male,38,3,2712.44,8137.32,Two Year,Fiber,Credit Card,7,7,Yes
CUST05125,Female,23,49,1143.86,56049.14,Monthly,DSL,Net Banking,5,1,No
CUST05126,Female,44,68,2319.3,157712.4,Two Year,Fiber,UPI,8,7,Yes
CUST05127,Female,39,56,1787.98,100126.88,Monthly,DSL,Credit Card,8,10,No
CUST05128,Female,52,45,484.09,21784.05,Two Year,DSL,Net Banking,2,3,No
CUST05129,Male,47,47,2919.13,137199.11,Yearly,DSL,Net Banking,9,2,Yes
CUST05130,Male,48,5,2922.46,14612.3,Two Year,DSL,UPI,5,10,Yes
CUST05131,Male,50,58,765.2,44381.6,Monthly,DSL,Credit Card,9,4,Yes
CUST05132,Male,32,62,2764.53,171400.86,Yearly,None,Debit Card,10,1,Yes
CUST05133,Female,27,10,2789.51,27895.1,Yearly,DSL,Net Banking,8,9,Yes
CUST05134,Female,37,60,1443.33,86599.8,Two Year,None,Debit Card,3,3,No
CUST05135,Male,45,28,510.24,14286.72,Monthly,Fiber,UPI,1,4,No
CUST05136,Female,32,50,1921.85,96092.5,Two Year,Fiber,UPI,5,3,No
CUST05137,Male,65,33,1767.22,58318.26,Monthly,None,Debit Card,8,6,No
CUST05138,Female,49,10,442.72,4427.2,Monthly,None,Debit Card,3,5,No
CUST05139,Female,63,37,2205.46,81602.02,Yearly,None,Credit Card,8,8,Yes
CUST05140,Male,57,11,800.83,8809.13,Two Year,None,Net Banking,7,6,Yes
CUST05141,Female,34,43,766.84,32974.12,Two Year,None,UPI,0,4,No
CUST05142,Female,21,34,2046.96,69596.64,Monthly,Fiber,Credit Card,1,2,Yes
CUST05143,Female,23,31,2444.88,75791.28,Two Year,DSL,Debit Card,10,3,Yes
CUST05144,Female,66,72,1548.31,111478.32,Monthly,None,Debit Card,7,7,No
CUST05145,Female,58,27,2197.19,59324.13,Yearly,Fiber,Debit Card,10,10,Yes
CUST05146,Male,46,54,1323.52,71470.08,Two Year,Fiber,Net Banking,0,8,No
CUST05147,Female,37,28,1214.73,34012.44,Yearly,Fiber,Credit Card,1,9,No
CUST05148,Female,29,31,2817.24,87334.44,Monthly,Fiber,Credit Card,9,3,Yes
CUST05149,Female,57,62,2282.46,141512.52,Yearly,DSL,UPI,3,2,Yes
CUST05150,Female,60,5,361.52,1807.6,Two Year,DSL,Credit Card,9,7,Yes
CUST05151,Female,43,65,351.41,22841.65,Yearly,Fiber,Debit Card,8,7,No
CUST05152,Female,61,63,2603.89,164045.07,Monthly,None,Debit Card,1,2,Yes
CUST05153,Male,52,29,2433.25,70564.25,Yearly,None,Debit Card,3,10,No
CUST05154,Male,33,56,2598.17,145497.52,Monthly,None,Debit Card,2,3,Yes
CUST05155,Female,64,54,2208.08,119236.32,Two Year,None,Credit Card,2,6,No
CUST05156,Female,41,10,1067.51,10675.1,Yearly,None,Net Banking,9,6,Yes
CUST05157,Female,64,26,1151.8,29946.8,Yearly,Fiber,Net Banking,6,7,No
CUST05158,Female,36,41,640.55,26262.55,Yearly,None,Net Banking,6,6,No
CUST05159,Male,53,40,2938.98,117559.2,Monthly,Fiber,Credit Card,6,8,Yes
CUST05160,Female,64,27,2429.05,65584.35,Yearly,Fiber,Credit Card,8,5,Yes
